brand,category,color,description,image_path_1,image_path_2,name,price,product_code,sub_category
ODLO,odziez-rowerowa,czarny,"Przewiewny materiał, dopasowany do kobiecej sylwetki kształt oraz wygodna wkładka kolarska. Damskie bokserki ODLO Breathe Women doskonale sprawdzą się w różnych rowerowych zastosowaniach. Są idealne do jazdy w ciepłe miesiące.Ta praktyczna bielizna dla miłośniczek dwóch kółek została wykonana z bardzo lekkiego, elastycznego i miłego w dotyku materiału. Sprawnie odprowadza wilgoć na zewnątrz, jest przewiewna i szybko schnie. Skutecznie zapobiega też powstawaniu brzydkich zapachów.Bokserki mają dopasowany do ciała kształt i zapewniają pełną swobodę ruchów. Wygodę codziennego użytkowania podnosi ergonomiczna wkładka kolarska z miękkim i oddychającym wypełnieniem (Bronze 60 kg/m szesc.). Ten element skutecznie amortyzuje wstrząsy i wibracje oraz chroni wrażliwe części ciała przed otarciami i podrażnieniami.",/photo/product/odlo-breathe-wms-2-149847-f-sk7-w780-h554_1.png,,Bokserki damskie ODLO Breathe Wms, 199.99,DD149847,bielizna-rowerowa
ROGELLI,odziez-rowerowa,czarny,"ROGELLI Core 2 Pack to zestaw dwóch funkcjonalnych koszulek bazowych z długimi rękawami dla aktywnych osób, które chcą komfortowo trenować przez cały rok. Doskonale sprawdzają się do różnych aktywności na świeżym powietrzu, od jazdy na rowerze, przez sporty drużynowe czy ćwiczenia indywidualne w terenie lub pod dachem. Wszystko za sprawą kilku istotnych rozwiązań:Zaufaj jakość cenionej holenderskiej marki ROGELLI i wybierz dla siebie najlepszą warstwę bazową do aktywności na świeżym powietrzu przez cały rok!",/photo/product/rogelli-core-2-pack-2-205674-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\rogelli-core-2-pack-2-205674-f-sk7-w780-h554_2.png,Koszulka z długim rękawem ROGELLI Core 2 Pack, 199.99,DD205674,bielizna-rowerowa
CASTELLI,odziez-rowerowa,biały,"Przeznaczona dla kobiet Castelli Pro Issue 2 W to wykonana z siatki koszulka zaprojektowana do uprawiania sportów kolarskich w ciepłych porach roku. Jej zadaniem jest poprawienie wentylacji i odprowadzanie nadmiaru wilgoci podczas intensywnej aktywności. Przeznaczona do jazdy w temperaturach od 15°C do 35°C może być używana zarówno w połączeniu z klasyczną koszulką rowerową, zapobiegając przyleganiu mokrej odzieży do ciała, a w efekcie wychładzaniu organizmu lub samodzielnie, bez dodatkowych warstw. Specjalna tkanina w formie siatki 3D cechuje się optymalną wielkością oczek, na tyle dużych, by zapewnić duży dopływ powietrza, a zarazem wystarczająco małych, by zapobiegać gromadzeniu się potu na skórze. Włókna koszulki doskonale chłoną wilgoć przekazując ją na zewnątrz, co znacznie podnosi komfort jazdy i wpływa na lepsze samopoczucie podczas treningu. Rodzaj materiału (poliester) oraz jego struktura w połączeniu z dopasowanym krojem składają się także na wyjątkowo niską wagę odzieży. Castelli Pro Issue 2 W to profesjonalna, ultralekka koszulka dla kobiet, które dbają o odpowiednią cyrkulację powietrza i wysokie parametry paroprzepuszczalności w czasie treningów w ciepłych warunkach.",/photo/product/castelli-pro-issue-2-w-2-198242-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\castelli-pro-issue-2-w-2-198242-f-sk7-w780-h554_2.png,Potówka kolarska CASTELLI Pro Issue 2 W, 189.99,DD198242,bielizna-rowerowa
CASTELLI,odziez-rowerowa,czarny,"Idealnie dopasowany krój, elastyczny materiał i właściwości oddychające – tym właśnie wyróżnia się potówka kolarska Castelli Pro Mesh 2.0. Gwarantuje przyjemny komfort noszenia jako podkoszulka. Stanowi bazę do stworzenia przewiewnego stroju sportowego, który nie pozwoli na nieprzyjemne otarcia. Jednocześnie zapewnia pełną swobodę ruchów dzięki dodatkowi elastanu. Castelli Pro Mesh 2.0 ma siatkowaną strukturę materiału i doskonałą przewiewność. W dodatku precyzyjnie ją uszyto, aby stanowiła spójną całość i nie podrażniała skóry wraz ze spodenkami rowerowymi. ",/photo/product/castelli-pro-mesh-2-0-2-198087-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\castelli-pro-mesh-2-0-2-198087-f-sk7-w780-h554_2.png,Potówka kolarska CASTELLI Pro Mesh 2.0, 234.99,DD198087,bielizna-rowerowa
ASSOS,odziez-rowerowa,biały-czarny,"Potówka kolarska bez rękawów Assos NS Skin Layer Superleger idealnie sprawdza się jako podstawowa warstwa pod koszulkę czy bluzę. Leży niczym druga skóra, dyskretnie, ale i niezwykle skutecznie dbając o komfort termiczny rowerzysty bez względu na temperaturę powietrza oraz porę roku.Model jest lekki, aerodynamiczny i ma najlepsze możliwe właściwości. Wykonano go z przewiewnej siateczki, która nawet w upały daje uczucie chłodzenia. Wydajnie odprowadza pot, pozostawiając skórę komfortowo suchą, a przy tym ogranicza nieprzyjemny zapach.Konstrukcja potówki Assos S NS Skin Layer Superleger pozbawiona jest mogących podrażniać skórę wystających szwów. To niezwykle istotne, ponieważ dzięki elastycznej tkaninie dobrze przylega ona do ciała i daje efekt delikatnej kompresji.Potówka celowo nie ma rękawków. Doskonale współpracuje z koszulkami kolarskimi Assos, a te mają perfekcyjnie zaprojektowane rękawki, dostosowane do potrzeb wymagających osób. Dlatego dodatkowa warstwa nie jest już potrzebna. ",/photo/product/assos-ns-skin-layer-superleger-2-168944-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\assos-ns-skin-layer-superleger-2-168944-f-sk7-w780-h554_2.png,Potówka kolarska ASSOS NS Skin Layer Superleger, 239.99,DD168944,bielizna-rowerowa
CASTELLI,odziez-rowerowa,biały,"Jeżeli poszukujesz potówki kolarskiej bez rękawów, którą z powodzeniem wykorzystasz zarówno podczas amatorskich przejażdżek, jak i w trakcie profesjonalnych treningów, czy wyścigów, to Castelli Core Mesh 3 jest właśnie dla Ciebie. To doskonały wybór na upalne dni.Model wykonano z poliestrowej tkaniny Magic Mesh 100%. To siateczka o specjalnej strukturze, która umożliwia nie tylko szybkie odprowadzanie wilgoci, ale także błyskawiczne schnięcie. Poprawia tym samym komfort jazdy, szczególnie latem. Brak rękawów sprawia, że ubranie lepiej sprawdzi się przy wysokich temperaturach.W trosce o wygodę użytkowania, projektanci zastosowali mniejszą liczbę szwów. Dzięki temu potówkę nosi się przyjemnie, nie powoduje ona również otarć ani podrażnień skóry, które na dalszej trasie mogłyby być bardzo uciążliwe.Według producenta Castelli Core Mesh 3 powinna być użytkowana przy temperaturach mieszczących się w zakresie od 15 do 30 C.",/photo/product/castelli-core-mesh-3-2-159749-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\castelli-core-mesh-3-2-159749-f-sk7-w780-h554_2.png,Potówka kolarska CASTELLI Core Mesh 3, 199.99,DD159749,bielizna-rowerowa
POC,odziez-rowerowa,czarny,"Podnieś komfort jazdy w rowerowym siodle, uzupełniając kolarski strój o spodenki wewnętrzne z miękką wkładką. Model POC Re-cycle to praktyczny element rowerowej odzieży, który świetnie współpracuje ze spodenkami MTB. Pozwala uniknąć otarć w okolicach newralgicznych części ciała w czasie długich terenowych wojaży.Bokserki POC Re-cycle wykonano z syntetycznej tkaniny wyprodukowanej z materiałów pochodzących z recyklingu. Materiał szybko schnie, jest przewiewny i skutecznie odprowadza pot z powierzchni ciała. Konstrukcję wyposażono w elastyczny pas, który utrzymuje ją na ciele bez konieczności stosowania szelek. Praktyczna wkładka w okolicach krocza niweluje nacisk siodełka i amortyzuje wstrząsy podczas jazdy po wyboistych ścieżkach.",/photo/product/poc-re-cycle-2-153865-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\poc-re-cycle-2-153865-f-sk7-w780-h554_2.png,Bokserki POC Re-cycle, 229.99,DD153865,bielizna-rowerowa
ASSOS,odziez-rowerowa,czarny,"Uniwersalne bokserki rowerowe Assos Boxer Block powstały z myślą o rekreacyjnych przejażdżkach oraz codziennych dojazdach do pracy lub szkoły. Są dyskretne, wytrzymałe i wyposażone w ergonomiczną wkładkę.Ten wykonany z syntetycznych włókien model ma kształt i strukturę, które pozwalają zmaksymalizować poczucie komfortu podczas przebywania w rowerowym siodle. Elementy wokół krocza i brzucha wykonano z lekkiego i przewiewnego materiału. Materiał na nogawkach to bardziej wytrzymała dzianina. Zewnętrzna wkładka ma płaski profil, dzięki czemu jest niemal niezauważalna. Jej właściwości użytkowe podnoszą odwrócone szwy - to rozwiązanie zmniejsza ryzyko podrażnienia i otarć skóry.",/photo/product/assos-boxer-2-160917-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\assos-boxer-2-160917-f-sk7-w780-h554_2.png,Bokserki ASSOS Boxer, 199.99,DD160917,bielizna-rowerowa
CASTELLI,odziez-rowerowa,szary,,/photo/product/castelli-pro-mesh-2-168404-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\castelli-pro-mesh-2-168404-f-sk7-w780-h554_2.png,Potówka kolarska CASTELLI Pro Mesh, 219.99,DD168404,bielizna-rowerowa
POC,odziez-rowerowa,czarny,,/photo/product/poc-w-s-re-cycle-boxer-2-186378-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\poc-w-s-re-cycle-boxer-2-186378-f-sk7-w780-h554_2.png,Bokserki damskie POC W's Re-cycle Boxer, 229.99,DD186378,bielizna-rowerowa
CASTELLI,odziez-rowerowa,biały,"Castelli Core Mesh 3 to wygodny i uniwersalny podkoszulek kolarski, który świetnie sprawdzi się w różnych warunkach. Docenią go entuzjaści rowerowych wycieczek, a także profesjonalni zawodnicy, którym dobrze posłuży w trakcie intensywnych treningów i na wyścigach.Model powstał z innowacyjnej tkaniny Magic Mesh 100%. Ten wysokiej jakości materiał i specjalna struktura zapewniają szybkie odprowadzanie potu oraz błyskawiczne schnięcie ubrania. Pozwoli Ci to zachować komfort jazdy, nawet w gorące dni.Projektanci zadbali, aby Castelli Core Mesh 3 był wygodny i dobrze dopasowany. Liczba szwów została zmniejszona, co przekłada się nie tylko na dużą wygodę użytkowania, ale pozwala również ograniczyć ryzyko powstawania uciążliwych podrażnień skóry.Zgodnie z zaleceniami producenta, produkt najlepiej sprawdzi się w temperaturach 20 – 25 C.",/photo/product/castelli-core-mesh-3-2-157848-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\castelli-core-mesh-3-2-157848-f-sk7-w780-h554_2.png,Potówka kolarska CASTELLI Core Mesh 3, 189.99,DD157848,bielizna-rowerowa
ROGELLI,odziez-rowerowa,czarny-żółty,"Rogelli Course to koszulka z długim rękawem stworzona na potrzeby początkujących rowerzystów, którzy czują się gotowi przenieść swoją jazdę na kolejny poziom. Jest stosunkowo lekka, ma dobrze przylegający krój i wykonano ją z oddychających materiałów, dzięki czemu pozwala cieszyć się każdym kilometrem trasy i poprawiać swoje wyniki przy kolejnych podejściach.Koszulkę szosową Course wykonano z rozciągliwej w czterech kierunkach tkaniny Dynatherm Flex. Pozwoliła ona stworzyć dobrze przylegający krój, który jednak nie uwiera podczas jazdy ani nie krępuje ruchów. Dzięki temu możesz czuć się swobodnie na trasie, ograniczając przy okazji niepotrzebne opory powietrza. Wyściełany materiał zapewnia przy tym wystarczającą ilość ciepła i dobrą wentylację, dbając o komfort termiczny podczas podróży w różnych warunkach.Czym jeszcze wyróżnia się koszulka rowerowa Rogelli Course?",/photo/product/rogelli-course-2-184328-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\rogelli-course-2-184328-f-sk7-w780-h554_2.png,Bluza rowerowa ROGELLI Course, 195.99,DD184328,bluzy-rowerowe
EYEN,odziez-rowerowa,śliwkowy,"Niezależnie od tego, czy jeździsz na szosie, w MTB, czy planujesz wakacyjną rekreację, bluza Arder 2.0 świetnie się spisze. Damski model zaprojektowano specjalnie z myślą o jesieni oraz wiośnie, podczas których ubranie zagwarantuje wysoki komfort cieplny. Warto podkreślić, że materiał szybko schnie, oddycha i nie przesuwa się, co stanowi zasługę silikonowych tasiemek. Dzięki nim, pomimo luźnego, wygodnego kroju, masz pewność stabilnego ułożenia modelu, a także – fantastycznego wyglądu w każdej sytuacji.Warto opisać praktyczność modelu – bluza ma aż cztery kieszonki, zapewnia ochronę UV 50+ i jest paroprzepuszczalna. W trzech schowkach na plecach umieścisz liczne drobiazgi, a najcenniejsze rzeczy zabezpieczysz w pojedynczym schowku z zamkiem. Kieszonki wykończono sprężystą tasiemką i odblaskowym materiałem, więc wieczorne przejazdy będą zdecydowanie bezpieczniejsze.Podwójny splot drapanej od wewnątrz dzianiny to kolejna zaleta bluzy. Materiał zwiększa komfort cieplny przejażdżek w sezonie przejściowym. Między wiosną a jesienią nie warto chować bluzy głęboko, ponieważ sprawdzi się podczas wyjątkowo chłodnych poranków latem. Będzie też znakomita jako jedna z warstw ubioru kolarskiego, zwłaszcza jeśli jeździsz w naprawdę trudnych warunkach pogodowych. Tył bluzy przedłużono, a więc – osłoni plecy przed wiatrem. O wysoki komfort termiczny dba także stójka i materiał umieszczony pod zamkiem, który jest poprowadzony przez całą długość modelu. Walory damskiej bluzy Arder 2.0 W czterech kieszeniach schowasz całą masę drobiazgów, a najcenniejsze z nich zabezpieczysz zamkiem błyskawicznym. W suwak wyposażono jeden ze schowków – pozostałe trzy są otwarte, wykończone sprężystą taśmą. Przedłużony tył ma też element odblaskowy, który zwiększy widoczność wieczorem czy rankiem.Ubierając podstawową bluzę kolarską od Eyen, zyskujesz model, który zapewnia komfort cieplny w okresie jesieni oraz wiosny. Ochrona UV 50+ zabezpiecza skórę przed promieniowaniem ultrafioletowym, a liczne udogodnienia – przedłużony tył, materiał pod suwakiem, stójka – przeszkadzają wiatrowi wychładzać organizm.Bluza polskiej marki będzie wprost fantastyczna, bez względu na dyscyplinę, którą wybierzesz. Rozpędzasz się na szosówce, jedziesz na długie wakacje, a możesz ruszasz w góry czy las? Dzięki silikonowym tasiemkom ubranie się nie przesunie, a luźny krój doda wygody na każdej trasie.Oddychający materiał został uodporniony na mechacenie się i poddany drapaniu od wewnątrz. To powody, dla których model Arder 2.0 jest tak przyjemny w dotyku, a dodatkowo – niezwykle wytrzymały. Nawet podczas intensywnej jazdy skóra będzie sucha, ponieważ podwójna dzianina skutecznie odprowadza wilgoć na powierzchnię bluzy.Marka+EYENPolska marka specjalizująca się w produkcji odzieży, akcesoriów oraz części rowerowych, przeznaczonych zarówno dla osób jeżdżących rekreacyjnie, jak i entuzjastów kolarstwa.",/photo/product/eyen-arder-2-0-2-197760-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\eyen-arder-2-0-2-197760-f-sk7-w780-h554_2.png,Bluza rowerowa damska EYEN Arder 2.0, 199.99,DD197760,bluzy-rowerowe
GRIPGRAB,odziez-rowerowa,biały,"Expert Seamless Lightweight Base layer to podkoszulek z krótkim rękawem marki Grip Grab, który został wyprodukowany we Włoszech, dzięki czemu masz pewność, że jest to produkt najwyższej jakości.Seria Expert to wysokowydajna odzież o bezszwowej konstrukcji, która zapewni Ci całodzienny komfort i swobodę ruchów, nawet w trakcie wielogodzinnej jazdy.Podkoszulek wykonany został z wysoce funkcjonalnego, oddychającego i rozciągliwego polipropylenu. Producent wybrał ten materiał z uwagi na skuteczną wentylację i możliwość kontroli temperatury ciała, nawet podczas jazdy na rowerze w upalne dni. Strategicznie rozmieszczone strefy wentylacyjne pod pachami pomagają szybko odprowadzać ciepło i wspomagają zarządzanie wilgocią.Expert Seamless Lightweight Base layer za sprawą obcisłego kroju, idealnie dopasowuje się do męskiej sylwetki. Bez problemu nałożysz na nią różne typy koszulek kolarskich. Model nie krępuje ruchów, dzięki czemu jest komfortowy w użytkowaniu.Najważniejsze cechy:Marka+GripGrabGripGrab to duński producent specjalizujący się w produkcji akcesoriów do jazdy na rowerze, takich jak rękawiczki, skarpety, nakrycia głowy i inne. Produkty tej marki oferują wysoką jakość, funkcjonalność, a także są tworzone z myślą o komforcie, wydajności, estetyce i stylu. Sprawdzają się w różnych warunkach pogodowych.",/photo/product/gripgrab-expert-seamless-lightweight-base-layer-2-153525-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\gripgrab-expert-seamless-lightweight-base-layer-2-153525-f-sk7-w780-h554_2.png,Potówka kolarska GRIPGRAB Expert Seamless Lightweight Base layer, 189.99,DD153525,bielizna-rowerowa
CASTELLI,odziez-rowerowa,szary,"Kompletując garderobę na rower, warto pamiętać o wysokiej jakości sportowej bieliźnie. To pierwsza warstwa odzieży, bezpośrednio przylegająca do Twojego ciała. Bez odpowiednio dobranego i wygodnego podkoszulka, nie poczujesz pełni komfortu podczas wysiłku. Podkoszulek bez rękawów Castelli Pro Mesh to model, który doceni nawet najbardziej wymagający entuzjasta kolarstwa.Podkoszulek, stworzony przez cenionego włoskiego producenta, wyróżnia nowoczesny, wytrzymały oraz dobrze dopasowujący się do ciała materiał. Dzięki niemu Castelli Pro Mesh cechuje uniwersalność i sprawdzi się on jako uzupełnienie wielu zestawów treningowych. Siatka 3D doskonale odprowadza wilgoć od skóry. Jest to ważne latem, gdy temperatura na trasie staje się nieprzyjemnie wysoka, jak i wtedy, gdy robi się już chłodniej i jesteś zmuszony nakładać na siebie kolejne warstwy ubrania. Zapocenie ciała ma negatywny wpływ nie tylko na twój komfort podczas samej jazdy. Jego konsekwencje odczuć możesz także po zakończonym treningu.Ozdobiony klasycznym printem Castelli podkoszulek posiada specjalne obszycie w pasie, dzięki któremu pozostaje niewidoczny pod spodenkami. Castelli Pro Mesh nie tylko dba o twój komfort podczas treningu, ale i świetnie wygląda, kiedy rozepniesz swoją koszulkę rowerową.",/photo/product/castelli-pro-mesh-2-168407-f-sk7-w780-h554_1.png,,Potówka kolarska CASTELLI Pro Mesh, 249.99,DD168407,bielizna-rowerowa
ALE CYCLING,odziez-rowerowa,biały-czerwony-niebieski,"Włoski producent Ale Cycling jest oficjalnym sponsorem kilku drużyn z profesjonalnego peletonu, w tym francuskiej ekipy Groupama FDJ. Koszulka z długim rękawem w jej barwach, będąca wierną repliką modeli, w jakich jeżdżą zawodowcy, to niezwykle ciekawa propozycja dla każdego amatorskiego kolarza i zarazem kibica.Koszulka Ale Cycling Groupama FDJ w wersji z długim rękawem oferuję te same parametry, z jakich korzystają najlepsi sportowcy. Oznacza to, że nie tylko doskonale przepuszcza powietrze, szybko schnie oraz dobrze leży, ale także doskonale wypada pod względem aerodynamiki. Bardzo dopasowany do ciała krój ogranicza zbędny opór powietrza, dzięki czemu pozwala jeździć szybciej.Model z długim rękawem, lecz uszyty z cienkiego materiału najlepiej sprawdzi się w warunkach przejściowych lub w letnie wieczory, gdy na zewnątrz panuje około 14-20°C, a krótkie rękawki nie zapewniają odpowiedniego komfortu termicznego.Najważniejsze informacje:",/photo/product/ale-cycling-groupama-fdj-ls-2-179254-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\ale-cycling-groupama-fdj-ls-2-179254-f-sk7-w780-h554_2.png,Bluza rowerowa ALE CYCLING Groupama FDJ LS, 209.99,DD179254,bluzy-rowerowe
OAKLEY,odziez-rowerowa,czarny,"Oakley Elements Thermal II to dopasowana koszulka z długim rękawem. Zaprojektowano ją z myślą o różnych dyscyplinach MTB – od cross country, przez trail, aż po enduro. Bardzo praktyczna konstrukcja sprawia, że sprawdzi się ona jako pierwsza i druga warstwa.Nowoczesna tkanina schnie bardzo szybko, a także sprawnie odprowadza wilgoć, co przekłada się na wysoki komfort jazdy w różnych warunkach. Elastyczność materiału zapewnia pełną swobodę ruchów nawet rowerzystom przyzwyczajonym do luźniejszych ubrań. Bliżej przylegający do ciała krój ogranicza ryzyko zahaczenia koszulki o wystające gałęzie.Najważniejsze cechy:",/photo/product/oakley-elements-thermal-ii-2-191449-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\oakley-elements-thermal-ii-2-191449-f-sk7-w780-h554_2.png,Bluza rowerowa OAKLEY Elements Thermal II, 199.99,DD191449,bluzy-rowerowe
ROGELLI,odziez-rowerowa,czarny-szary,"Rogelli Course to koszulka z długim rękawem stworzona na potrzeby początkujących rowerzystów, którzy czują się gotowi przenieść swoją jazdę na kolejny poziom. Jest stosunkowo lekka, ma dobrze przylegający krój i wykonano ją z oddychających materiałów, dzięki czemu pozwala cieszyć się każdym kilometrem trasy i poprawiać swoje wyniki przy kolejnych podejściach.Koszulkę szosową Course wykonano z rozciągliwej w czterech kierunkach tkaniny Dynatherm Flex. Pozwoliła ona stworzyć dobrze przylegający krój, który jednak nie uwiera podczas jazdy ani nie krępuje ruchów. Dzięki temu możesz czuć się swobodnie na trasie, ograniczając przy okazji niepotrzebne opory powietrza. Wyściełany materiał zapewnia przy tym wystarczającą ilość ciepła i dobrą wentylację, dbając o komfort termiczny podczas podróży w różnych warunkach.Czym jeszcze wyróżnia się koszulka rowerowa Rogelli Course?",/photo/product/rogelli-course-2-184333-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\rogelli-course-2-184333-f-sk7-w780-h554_2.png,Bluza rowerowa ROGELLI Course, 195.99,DD184333,bluzy-rowerowe
SPORTFUL,odziez-rowerowa,czarny,,/photo/product/sportful-cycling-w-undershort-2-185830-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\sportful-cycling-w-undershort-2-185830-f-sk7-w780-h554_2.png,Bokserki damskie SPORTFUL Cycling W Undershort, 239.99,DD185830,bielizna-rowerowa
ROGELLI,odziez-rowerowa,bordowy,"Rogelli Essential Jersey L/S to męska bluza rowerowa zaprojektowana z myślą o uprawianiu sportu na świeżym powietrzu w okresach przejściowych. W praktyce oznacza to, że rewelacyjnie sprawdza się ona zarówno w czasie jesieni, jak i wczesnej wiosny. Wszystko za sprawą idealnie dobranego materiału Dynatherm Flex, który dodatkowo ocieplono i pokryto powłoką DWR (Durable Water Repellency). Na szczególną uwagę zasługuje zwłaszcza ostatnia cecha tej tkaniny. Specjalna powłoka zmniejsza absorpcję wody przez materiał, przez co bluzę można wykorzystywać także podczas lekkiego deszczu lub mgły.Pomimo tak skutecznej ochrony przed chłodnym powietrzem i wilgocią, tkanina cechuje się bardzo dużą elastycznością. Jest to zasługa wysokiej jakości poliestru i elastanu. Dzięki zastosowaniu tych materiałów, bluza nie tylko jest wytrzymała i rozciągliwa, ale także szybko schnie i dobrze dopasowuje się do ciała. Zachowujesz pełną swobodę ruchów, niezależnie jaką dyscyplinę akurat trenujesz. Do ochrony przed zimnem przydaje się także podwyższony kołnierz, który może zastąpić niewygodny szalik czy komin. Dla Twojego komfortu wykończenie zamka przy podbródku dodatkowo podszyto i zabezpieczono.Bluza dla osoby aktywnej musi być nie tylko wygodna i skuteczne ochraniać przed wyziębieniem, ale musi podać także praktyczne kieszenie. Nie zabrakło ich w projekcie Essential Jersey L/S. Specjalna przegroda umieszczona na plecach posiada trzy komory oraz dodatkową kieszonkę zamykaną na zamek, w której schować można gotówkę czy klucze. Wszystkie te elementy sprawiają, że bluza Rogelli to rewelacyjny wybór zarówno na warstwę wierzchnią, jak i bazową pod kurtkę.",/photo/product/rogelli-essential-l-s-2-162909-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\rogelli-essential-l-s-2-162909-f-sk7-w780-h554_2.png,Bluza rowerowa ROGELLI Essential L/S, 199.99,DD162909,bluzy-rowerowe
SCHOFFEL,odziez-rowerowa,pomarańczowy,"Jeżeli poszukujesz praktycznej bluzy rowerowej, wybór męskiej Longsleeve Dirt Track M z pewnością Cię zadowoli. To model przeznaczony do jazdy górskiej, którego wykonano w 84% z poliestru, 8% z włókien lyocellowych i 8% z elastanu. Takie połączenie zapewnia doskonałe właściwości termiczne i szybkoschnące. Mieszanka materiałowa dobrze radzi sobie ze sprawnym odprowadzaniem potu, pozwalając rowerzyście uniknąć gromadzenia się wilgoci na powierzchni skóry. Ponadto nie krępuje również ruchów, co jest niezwykle istotne podczas rowerowych eskapad w terenie.Producent zadbał również o detale. Bluza rowerowa ma fabrycznie wszytą ściereczkę od spodu, aby za jej pomocą przetrzeć okulary, pozbywając się smug i zanieczyszczeń. Krótki zamek błyskawiczny nie tylko usprawnia wentylację. Jest także pomocny przy zdejmowaniu odzieży, bez konieczności ściągania kasku z głowy. Elastyczny mankiet zapobiega podwijaniu się rękawów, przez co trzymają się one na swoim miejscu i nie podwijają. ",/photo/product/schoffel-longsleeve-dirt-track-m-2-166799-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\schoffel-longsleeve-dirt-track-m-2-166799-f-sk7-w780-h554_2.png,Bluza rowerowa SCHOFFEL Longsleeve Dirt Track M, 209.99,DD166799,bluzy-rowerowe
IXS,odziez-rowerowa,antracytowy,"Wewnętrzne spodenki rowerowe na szelkach iXS Flow XTG to znakomite uzupełnienie stroju do wyczynowej jazdy po szutrach i górskich szlakach. Konstrukcja pasuje do zewnętrznych spodenek marski iXS z tej samej serii. Zapewnia optymalny komfort termiczny, sprawnie odprowadza wilgoć, a dzięki zastosowaniu ergonomicznej wkładki kolarskiej pozwala dłużej cieszyć się jazdą.Ten model ma dopasowany do ciała fason. Wykonano go z lekkiego i wytrzymałego materiału X-Stretch. Tkanina rozciąga się w czterech kierunkach, efektywnie wentyluje ciało i szybko schnie. Zsuwaniu się konstrukcji z ciała zapobiegają minimalistyczne szelki z pełnymi plecami oraz silikonowe paski. Jest też optymalnie dopasowana do ciała wkładka kolarska z antybakteryjnym wkładem, która niweluje wstrząsy i pozwala uniknąć otarć podczas długiego przebywania w rowerowym siodle. Praktycznym rozwiązaniem są trzy pojemne kieszenie, które umieszczono na plecach.",/photo/product/ixs-flow-xtg-2-164897-f-sk7-w780-h554_1.png,,Spodenki wewnętrzne do szortów IXS Flow XTG, 249.99,DD164897,bielizna-rowerowa
SCHOFFEL,odziez-rowerowa,czerwony,"Wygoda na szlaku, komfort termiczny i możliwość wyczyszczenia okularów – to największe zalety damskiej bluzy rowerowej SCHOFFEL Longsleeve Dirt Track L. Sprawdzi się ona podczas jazdy w terenie, kiedy na zewnątrz temperatura oscyluje w granicach 8-15 stopni Celsjusza.Do uszycia tego modelu wykorzystano w 84% z poliester. Jego obecność sprawia, ze bluza szybko wysycha i nie pochłania wilgoci. Pozostałą domieszkę stanowią włókna lyocellowe i elastan, dlatego też materiał jest odpowiednio elastyczny, rozciągliwy i nie ogranicza ruchów. Jednocześnie zapewnia dostateczną izolację cieplną.Od wewnętrznej strony znajduje się ściereczka, dzięki której w szybki sposób wyczyścimy nasze okulary. Nie musimy więc martwić się o zabrudzone szkła, zaburzające pole widzenia. Dla lepszej wentylacji, ale też łatwiejszego ściągania (bez konieczności zdejmowania kasku) producent postanowił wszyć krótki zamek błyskawiczny.",/photo/product/schoffel-longsleeve-dirt-track-l-2-166805-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\schoffel-longsleeve-dirt-track-l-2-166805-f-sk7-w780-h554_2.png,Bluza rowerowa damska SCHOFFEL Longsleeve Dirt Track L, 209.99,DD166805,bluzy-rowerowe
